Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1670773601027,11/12/2022 15:46:41,1670773599619,0,11/12/2022 15:46:39,96489,6,task-vd7p,,25860661,6099773f09e28ae2baa101bb,7647741,,complete,,6395fb34f1f631f2f4592c0c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1680x1050,1680x947,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2799,,,,,0,1,0,,,,,,form
3,1670773601411,11/12/2022 15:46:41,1670773599622,0,11/12/2022 15:46:39,96489,6,task-vd7p,,25860661,6099773f09e28ae2baa101bb,7647741,,complete,,6395fb34f1f631f2f4592c0c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1680x1050,1680x947,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2825,,,,,0,1,0,,,,,,
1,1670773599047,11/12/2022 15:46:39,1670773598937,0,11/12/2022 15:46:38,96489,6,task-vd7p,,25860662,5b76fad7e33f64000165b9f8,7647742,,complete,,6395fb4d07d486420f9e6c62,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1135x673,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773605969,11/12/2022 15:46:45,1670773605897,0,11/12/2022 15:46:45,96489,6,task-vd7p,,25860662,5b76fad7e33f64000165b9f8,7647742,,complete,,6395fb4d07d486420f9e6c62,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1135x673,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6929.0999999940395,,,,,0,1,0,,,,,,form
3,1670773606040,11/12/2022 15:46:46,1670773605899,0,11/12/2022 15:46:45,96489,6,task-vd7p,,25860662,5b76fad7e33f64000165b9f8,7647742,,complete,,6395fb4d07d486420f9e6c62,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1135x673,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6962,,,,,0,1,0,,,,,,
1,1670773634865,11/12/2022 15:47:14,1670773634793,0,11/12/2022 15:47:14,96489,6,task-vd7p,,25860690,62d7e43b0650a2078b1feed7,7647753,,complete,,6395fb7a8e7f51973e354eae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,2048x1152,2048x1073,str-bonus,consent-form-data-task,2,Team Stroop,stroop-bonus,,,consented,,,,,,,str-bonus,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773636719,11/12/2022 15:47:16,1670773636690,0,11/12/2022 15:47:16,96489,6,task-vd7p,,25860690,62d7e43b0650a2078b1feed7,7647753,,complete,,6395fb7a8e7f51973e354eae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,2048x1152,2048x1073,str-bonus,consent-form-data-task,2,Team Stroop,stroop-bonus,,,consented,,,,,,,str-bonus,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1875,,,,,0,1,0,,,,,,form
3,1670773636780,11/12/2022 15:47:16,1670773636694,0,11/12/2022 15:47:16,96489,6,task-vd7p,,25860690,62d7e43b0650a2078b1feed7,7647753,,complete,,6395fb7a8e7f51973e354eae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,2048x1152,2048x1073,str-bonus,consent-form-data-task,2,Team Stroop,stroop-bonus,,,consented,,,,,,,str-bonus,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1901,,,,,0,1,0,,,,,,
1,1670773638108,11/12/2022 15:47:18,1670773638740,0,11/12/2022 15:47:18,96489,6,task-vd7p,,25860693,62c444eeb052baf0866a6d5e,7647751,,complete,,6395fab9223e6e62b82f18d7,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1320x880,1320x729,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773640190,11/12/2022 15:47:20,1670773640875,0,11/12/2022 15:47:20,96489,6,task-vd7p,,25860693,62c444eeb052baf0866a6d5e,7647751,,complete,,6395fab9223e6e62b82f18d7,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1320x880,1320x729,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2066.600000143051,,,,,0,1,0,,,,,,form
3,1670773640254,11/12/2022 15:47:20,1670773640879,0,11/12/2022 15:47:20,96489,6,task-vd7p,,25860693,62c444eeb052baf0866a6d5e,7647751,,complete,,6395fab9223e6e62b82f18d7,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1320x880,1320x729,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2139,,,,,0,1,0,,,,,,
1,1670773647799,11/12/2022 15:47:27,1670773647002,0,11/12/2022 15:47:27,96489,6,task-vd7p,,25860702,5da9d8ef79d2ea00160030b0,7647754,,complete,,6395fb6d2ab289caf93f7b0b,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773650042,11/12/2022 15:47:30,1670773649275,0,11/12/2022 15:47:29,96489,6,task-vd7p,,25860702,5da9d8ef79d2ea00160030b0,7647754,,complete,,6395fb6d2ab289caf93f7b0b,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2190.1000003814697,,,,,0,1,0,,,,,,form
3,1670773650166,11/12/2022 15:47:30,1670773649279,0,11/12/2022 15:47:29,96489,6,task-vd7p,,25860702,5da9d8ef79d2ea00160030b0,7647754,,complete,,6395fb6d2ab289caf93f7b0b,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2278,,,,,0,1,0,,,,,,
1,1670773672553,11/12/2022 15:47:52,1670773673131,0,11/12/2022 15:47:53,96489,6,task-vd7p,,25860721,62824c37f4cc437ab86e0ae6,7647757,,complete,,6395fb90e4352347848b96dd,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x754,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773677759,11/12/2022 15:47:57,1670773678396,0,11/12/2022 15:47:58,96489,6,task-vd7p,,25860721,62824c37f4cc437ab86e0ae6,7647757,,complete,,6395fb90e4352347848b96dd,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5245,,,,,0,1,0,,,,,,form
3,1670773677823,11/12/2022 15:47:57,1670773678398,0,11/12/2022 15:47:58,96489,6,task-vd7p,,25860721,62824c37f4cc437ab86e0ae6,7647757,,complete,,6395fb90e4352347848b96dd,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5267,,,,,0,1,0,,,,,,
1,1670773676903,11/12/2022 15:47:56,1670773675324,0,11/12/2022 15:47:55,96489,6,task-vd7p,,25860724,5d432a9dfc19f8001a2964e7,7647759,,complete,,6395fba3c11e16433d3f7af4,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x937,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773679029,11/12/2022 15:47:59,1670773677531,0,11/12/2022 15:47:57,96489,6,task-vd7p,,25860724,5d432a9dfc19f8001a2964e7,7647759,,complete,,6395fba3c11e16433d3f7af4,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x937,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2155,,,,,0,1,0,,,,,,form
3,1670773679096,11/12/2022 15:47:59,1670773677539,0,11/12/2022 15:47:57,96489,6,task-vd7p,,25860724,5d432a9dfc19f8001a2964e7,7647759,,complete,,6395fba3c11e16433d3f7af4,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x937,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2215,,,,,0,1,0,,,,,,
1,1670773682991,11/12/2022 15:48:02,1670773629831,0,11/12/2022 15:47:09,96489,6,task-vd7p,,25860730,5af2254e54dc3300011a9dec,7647758,,complete,,6395fb9ba3856052f5708b15,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x726,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773684536,11/12/2022 15:48:04,1670773631389,0,11/12/2022 15:47:11,96489,6,task-vd7p,,25860730,5af2254e54dc3300011a9dec,7647758,,complete,,6395fb9ba3856052f5708b15,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x726,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1510.5,,,,,0,1,0,,,,,,form
3,1670773684699,11/12/2022 15:48:04,1670773631394,0,11/12/2022 15:47:11,96489,6,task-vd7p,,25860730,5af2254e54dc3300011a9dec,7647758,,complete,,6395fb9ba3856052f5708b15,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x726,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1563,,,,,0,1,0,,,,,,
1,1670773707157,11/12/2022 15:48:27,1670773705077,0,11/12/2022 15:48:25,96489,6,task-vd7p,,25860742,5ea057b821f4e400081b71a7,7647761,,complete,,6395fb9b80182e6f02414ba1,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x880,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773709674,11/12/2022 15:48:29,1670773707617,0,11/12/2022 15:48:27,96489,6,task-vd7p,,25860742,5ea057b821f4e400081b71a7,7647761,,complete,,6395fb9b80182e6f02414ba1,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x880,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2408.899999976158,,,,,0,1,0,,,,,,form
3,1670773709879,11/12/2022 15:48:29,1670773707623,0,11/12/2022 15:48:27,96489,6,task-vd7p,,25860742,5ea057b821f4e400081b71a7,7647761,,complete,,6395fb9b80182e6f02414ba1,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x880,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2547,,,,,0,1,0,,,,,,
1,1670773708125,11/12/2022 15:48:28,1670773708239,0,11/12/2022 15:48:28,96489,6,task-vd7p,,25860745,5f0c94983314760efb2814c1,7647762,,complete,,6395fbbf7b95028e393f7b01,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x714,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773710118,11/12/2022 15:48:30,1670773710278,0,11/12/2022 15:48:30,96489,6,task-vd7p,,25860745,5f0c94983314760efb2814c1,7647762,,complete,,6395fbbf7b95028e393f7b01,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x714,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2019.7000000476837,,,,,0,1,0,,,,,,form
3,1670773710168,11/12/2022 15:48:30,1670773710281,0,11/12/2022 15:48:30,96489,6,task-vd7p,,25860745,5f0c94983314760efb2814c1,7647762,,complete,,6395fbbf7b95028e393f7b01,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x714,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2042,,,,,0,1,0,,,,,,
1,1670773736184,11/12/2022 15:48:56,1670773735862,0,11/12/2022 15:48:55,96489,6,task-vd7p,,25860761,5f818ae3780d3e22f3c0cc44,7647731,,complete,,6395fa9c684ae2d667d33a20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773737216,11/12/2022 15:48:57,1670773736960,0,11/12/2022 15:48:56,96489,6,task-vd7p,,25860761,5f818ae3780d3e22f3c0cc44,7647731,,complete,,6395fa9c684ae2d667d33a20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1085.800000011921,,,,,0,1,0,,,,,,form
3,1670773737305,11/12/2022 15:48:57,1670773736963,0,11/12/2022 15:48:56,96489,6,task-vd7p,,25860761,5f818ae3780d3e22f3c0cc44,7647731,,complete,,6395fa9c684ae2d667d33a20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1101,,,,,0,1,0,,,,,,
1,1670773742311,11/12/2022 15:49:02,1670773741715,0,11/12/2022 15:49:01,96489,6,task-vd7p,,25860766,5ef722c333956242acf17935,7647767,,complete,,6395fbde195fd474588cdd34,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1242x561,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773744789,11/12/2022 15:49:04,1670773744227,0,11/12/2022 15:49:04,96489,6,task-vd7p,,25860766,5ef722c333956242acf17935,7647767,,complete,,6395fbde195fd474588cdd34,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1242x561,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2368.100000023842,,,,,0,1,0,,,,,,form
3,1670773744898,11/12/2022 15:49:04,1670773744231,0,11/12/2022 15:49:04,96489,6,task-vd7p,,25860766,5ef722c333956242acf17935,7647767,,complete,,6395fbde195fd474588cdd34,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1242x561,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2516,,,,,0,1,0,,,,,,
1,1670773830434,11/12/2022 15:50:30,1670773830355,0,11/12/2022 15:50:30,96489,6,task-vd7p,,25860814,5fde1acf0f62f44eb7affd64,7647776,,complete,,6395fc39ead872a68dd33a35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1280x800,1280x604,urn-eyes,consent-form-data-task,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,,,urn-eyes,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773926328,11/12/2022 15:52:06,1670773926273,0,11/12/2022 15:52:06,96489,6,task-vd7p,,25860814,5fde1acf0f62f44eb7affd64,7647776,,complete,,6395fc39ead872a68dd33a35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1280x800,1280x604,urn-eyes,consent-form-data-task,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,,,urn-eyes,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,95883.19999998808,,,,,0,1,0,,,,,,form
3,1670773926393,11/12/2022 15:52:06,1670773926276,0,11/12/2022 15:52:06,96489,6,task-vd7p,,25860814,5fde1acf0f62f44eb7affd64,7647776,,complete,,6395fc39ead872a68dd33a35,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1280x800,1280x604,urn-eyes,consent-form-data-task,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,,,urn-eyes,,,,,consented,Spreadsheet1,,,END TASK,,,,,95921,,,,,0,1,0,,,,,,
1,1670773838269,11/12/2022 15:50:38,1670773837966,0,11/12/2022 15:50:37,96489,6,task-vd7p,,25860817,58413489d0f9ec000178a3ae,7647777,,complete,,6395fc3cead872a68dd33a36,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x975,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773840338,11/12/2022 15:50:40,1670773840088,0,11/12/2022 15:50:40,96489,6,task-vd7p,,25860817,58413489d0f9ec000178a3ae,7647777,,complete,,6395fc3cead872a68dd33a36,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x975,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2083.800000000745,,,,,0,1,0,,,,,,form
3,1670773840405,11/12/2022 15:50:40,1670773840090,0,11/12/2022 15:50:40,96489,6,task-vd7p,,25860817,58413489d0f9ec000178a3ae,7647777,,complete,,6395fc3cead872a68dd33a36,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x975,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,END TASK,,,,,2124,,,,,0,1,0,,,,,,
1,1670773861437,11/12/2022 15:51:01,1670773861348,0,11/12/2022 15:51:01,96489,6,task-vd7p,,25860837,5bf0363e880a370001c65960,7647785,,complete,,6395fc560003d06c3187d301,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x705,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773863243,11/12/2022 15:51:03,1670773863175,0,11/12/2022 15:51:03,96489,6,task-vd7p,,25860837,5bf0363e880a370001c65960,7647785,,complete,,6395fc560003d06c3187d301,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x705,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1803,,,,,0,1,0,,,,,,form
3,1670773863290,11/12/2022 15:51:03,1670773863178,0,11/12/2022 15:51:03,96489,6,task-vd7p,,25860837,5bf0363e880a370001c65960,7647785,,complete,,6395fc560003d06c3187d301,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x705,str-video,consent-form-data-task,2,Team Stroop,stroop-video,,,consented,,,,str-video,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1830,,,,,0,1,0,,,,,,
1,1670773862793,11/12/2022 15:51:02,1670773862719,0,11/12/2022 15:51:02,96489,6,task-vd7p,,25860839,5eb087d83d8745127270fb51,7647784,,complete,,6395fc524452a895548beef2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1386x685,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773868461,11/12/2022 15:51:08,1670773868431,0,11/12/2022 15:51:08,96489,6,task-vd7p,,25860839,5eb087d83d8745127270fb51,7647784,,complete,,6395fc524452a895548beef2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1386x685,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5624.60000000149,,,,,0,1,0,,,,,,form
3,1670773868505,11/12/2022 15:51:08,1670773868433,0,11/12/2022 15:51:08,96489,6,task-vd7p,,25860839,5eb087d83d8745127270fb51,7647784,,complete,,6395fc524452a895548beef2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1386x685,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,END TASK,,,,,5715,,,,,0,1,0,,,,,,
1,1670773868015,11/12/2022 15:51:08,1670773868878,0,11/12/2022 15:51:08,96489,6,task-vd7p,,25860846,5e29dcdf1654ed023e89cc6a,7647786,,complete,,6395fc4ad500c59b36ceb5ed,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1600x900,1600x757,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
