Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1670773870082,11/12/2022 15:51:10,1670773870982,0,11/12/2022 15:51:10,96489,6,task-vd7p,,25860846,5e29dcdf1654ed023e89cc6a,7647786,,complete,,6395fc4ad500c59b36ceb5ed,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1600x900,1600x757,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2053.6000003814697,,,,,0,1,0,,,,,,form
3,1670773870222,11/12/2022 15:51:10,1670773870987,0,11/12/2022 15:51:10,96489,6,task-vd7p,,25860846,5e29dcdf1654ed023e89cc6a,7647786,,complete,,6395fc4ad500c59b36ceb5ed,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1600x900,1600x757,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2109,,,,,0,1,0,,,,,,
1,1670773868948,11/12/2022 15:51:08,1670773869550,0,11/12/2022 15:51:09,96489,6,task-vd7p,,25860847,62fc2c20d6cf5515c1f52085,7647780,,complete,,6395fc389388311fecfcb419,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773872656,11/12/2022 15:51:12,1670773873210,0,11/12/2022 15:51:13,96489,6,task-vd7p,,25860847,62fc2c20d6cf5515c1f52085,7647780,,complete,,6395fc389388311fecfcb419,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3586.4000000059605,,,,,0,1,0,,,,,,form
3,1670773873197,11/12/2022 15:51:13,1670773873214,0,11/12/2022 15:51:13,96489,6,task-vd7p,,25860847,62fc2c20d6cf5515c1f52085,7647780,,complete,,6395fc389388311fecfcb419,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,END TASK,,,,,3664,,,,,0,1,0,,,,,,
1,1670773896773,11/12/2022 15:51:36,1670773896697,0,11/12/2022 15:51:36,96489,6,task-vd7p,,25860877,60ea27da64e5bd4f94ecba40,7647787,,complete,,6395fc392ab289caf93f7b1c,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1280x800,1280x651,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773907006,11/12/2022 15:51:47,1670773906955,0,11/12/2022 15:51:46,96489,6,task-vd7p,,25860877,60ea27da64e5bd4f94ecba40,7647787,,complete,,6395fc392ab289caf93f7b1c,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1280x800,1280x651,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,10226,,,,,0,1,0,,,,,,form
3,1670773907079,11/12/2022 15:51:47,1670773906962,0,11/12/2022 15:51:46,96489,6,task-vd7p,,25860877,60ea27da64e5bd4f94ecba40,7647787,,complete,,6395fc392ab289caf93f7b1c,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1280x800,1280x651,urn-vanilla,consent-form-data-task,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,10265,,,,,0,1,0,,,,,,
1,1670773933088,11/12/2022 15:52:13,1670773934283,0,11/12/2022 15:52:14,96489,6,task-vd7p,,25860897,5f2ad2bc276ec43b7c3c89da,7647774,,complete,,6395fc0de96bf6a96e2f18d6,computer,Desktop or Laptop,Windows 8.1,Chrome 108.0.0.0,1366x768,1366x663,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773972703,11/12/2022 15:52:52,1670773973925,0,11/12/2022 15:52:53,96489,6,task-vd7p,,25860897,5f2ad2bc276ec43b7c3c89da,7647774,,complete,,6395fc0de96bf6a96e2f18d6,computer,Desktop or Laptop,Windows 8.1,Chrome 108.0.0.0,1366x768,1366x663,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,39494.2000002861,,,,,0,1,0,,,,,,form
3,1670773972778,11/12/2022 15:52:52,1670773973936,0,11/12/2022 15:52:53,96489,6,task-vd7p,,25860897,5f2ad2bc276ec43b7c3c89da,7647774,,complete,,6395fc0de96bf6a96e2f18d6,computer,Desktop or Laptop,Windows 8.1,Chrome 108.0.0.0,1366x768,1366x663,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,39653,,,,,0,1,0,,,,,,
1,1670773941769,11/12/2022 15:52:21,1670773941692,0,11/12/2022 15:52:21,96489,6,task-vd7p,,25860904,60ddb2f00524f416aef58a3e,7647799,,complete,,6395fcaab9043170bbc57629,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x710,urn-posneg,consent-form-data-task,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773945643,11/12/2022 15:52:25,1670773945589,0,11/12/2022 15:52:25,96489,6,task-vd7p,,25860904,60ddb2f00524f416aef58a3e,7647799,,complete,,6395fcaab9043170bbc57629,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x710,urn-posneg,consent-form-data-task,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3875.6999999997206,,,,,0,1,0,,,,,,form
3,1670773945726,11/12/2022 15:52:25,1670773945591,0,11/12/2022 15:52:25,96489,6,task-vd7p,,25860904,60ddb2f00524f416aef58a3e,7647799,,complete,,6395fcaab9043170bbc57629,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x710,urn-posneg,consent-form-data-task,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,3899,,,,,0,1,0,,,,,,
1,1670773986436,11/12/2022 15:53:06,1670773985999,0,11/12/2022 15:53:05,96489,6,task-vd7p,,25860918,5f61247995b5a709106e77de,7647798,,complete,,6395fca3f1f631f2f4592c1b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,2560x1440,2560x1218,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773991969,11/12/2022 15:53:11,1670773991754,0,11/12/2022 15:53:11,96489,6,task-vd7p,,25860918,5f61247995b5a709106e77de,7647798,,complete,,6395fca3f1f631f2f4592c1b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,2560x1440,2560x1218,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5737.0999999996275,,,,,0,1,0,,,,,,form
3,1670773992037,11/12/2022 15:53:12,1670773991756,0,11/12/2022 15:53:11,96489,6,task-vd7p,,25860918,5f61247995b5a709106e77de,7647798,,complete,,6395fca3f1f631f2f4592c1b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,2560x1440,2560x1218,rdk-video,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,rdk-video,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5757,,,,,0,1,0,,,,,,
1,1670773990670,11/12/2022 15:53:10,1670773990562,0,11/12/2022 15:53:10,96489,6,task-vd7p,,25860923,615a17c90199096a5bbe0f48,7647805,,complete,,6395fcdca3856052f5708b37,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670773992232,11/12/2022 15:53:12,1670773992150,0,11/12/2022 15:53:12,96489,6,task-vd7p,,25860923,615a17c90199096a5bbe0f48,7647805,,complete,,6395fcdca3856052f5708b37,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1559.3999999761581,,,,,0,1,0,,,,,,form
3,1670773992300,11/12/2022 15:53:12,1670773992153,0,11/12/2022 15:53:12,96489,6,task-vd7p,,25860923,615a17c90199096a5bbe0f48,7647805,,complete,,6395fcdca3856052f5708b37,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x789,rdk-posneg,consent-form-data-task,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,,,rdk-posneg,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1591,,,,,0,1,0,,,,,,
1,1670774193721,11/12/2022 15:56:33,1670774193719,0,11/12/2022 15:56:33,96489,6,task-vd7p,,25860985,5e88d0b981f7de570bc58fd6,7647811,,complete,,6395fcbb29aa4a9ddc141c57,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x754,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670774197415,11/12/2022 15:56:37,1670774197447,0,11/12/2022 15:56:37,96489,6,task-vd7p,,25860985,5e88d0b981f7de570bc58fd6,7647811,,complete,,6395fcbb29aa4a9ddc141c57,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3650.2999999998137,,,,,0,1,0,,,,,,form
3,1670774197476,11/12/2022 15:56:37,1670774197450,0,11/12/2022 15:56:37,96489,6,task-vd7p,,25860985,5e88d0b981f7de570bc58fd6,7647811,,complete,,6395fcbb29aa4a9ddc141c57,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,str-finalfeed,consent-form-data-task,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,,str-finalfeed,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3731,,,,,0,1,0,,,,,,
1,1670786497284,11/12/2022 19:21:37,1670786497210,0,11/12/2022 19:21:37,96489,6,task-vd7p,,25863020,5b6f5150410d9d0001a551e4,7648663,,rejected - manual,,63962cfb57965e5935ab5ee2,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x695,,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670786506087,11/12/2022 19:21:46,1670786505974,0,11/12/2022 19:21:45,96489,6,task-vd7p,,25863020,5b6f5150410d9d0001a551e4,7648663,,rejected - manual,,63962cfb57965e5935ab5ee2,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x695,,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,8692,,,,,0,1,0,,,,,,form
3,1670786506170,11/12/2022 19:21:46,1670786505984,0,11/12/2022 19:21:45,96489,6,task-vd7p,,25863020,5b6f5150410d9d0001a551e4,7648663,,rejected - manual,,63962cfb57965e5935ab5ee2,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x695,,consent-form-data-task,2,Team RDK,,rdk-video,,consented,,,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,8774,,,,,0,1,0,,,,,,
1,1670790002318,11/12/2022 20:20:02,1670790002239,0,11/12/2022 20:20:02,96489,6,task-vd7p,,25863877,5c17c149f596b100011ca8b8,7648867,,rejected - manual,,63961d7ba295cbd1be366b45,computer,Desktop or Laptop,Mac OS 10.13,Firefox 107.0,1708x960,1708x769,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670790005124,11/12/2022 20:20:05,1670790005107,0,11/12/2022 20:20:05,96489,6,task-vd7p,,25863877,5c17c149f596b100011ca8b8,7648867,,rejected - manual,,63961d7ba295cbd1be366b45,computer,Desktop or Laptop,Mac OS 10.13,Firefox 107.0,1708x960,1708x769,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2837,,,,,0,1,0,,,,,,form
3,1670790005199,11/12/2022 20:20:05,1670790005109,0,11/12/2022 20:20:05,96489,6,task-vd7p,,25863877,5c17c149f596b100011ca8b8,7648867,,rejected - manual,,63961d7ba295cbd1be366b45,computer,Desktop or Laptop,Mac OS 10.13,Firefox 107.0,1708x960,1708x769,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2870,,,,,0,1,0,,,,,,
4,1670790135194,11/12/2022 20:22:15,1670790135140,0,11/12/2022 20:22:15,96489,6,task-vd7p,,25863877,5c17c149f596b100011ca8b8,7648867,,rejected - manual,,63961d7ba295cbd1be366b45,computer,Desktop or Laptop,Mac OS 10.13,Firefox 107.0,1708x960,1708x960,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,,,,,,,,,Unexpectedly long close out at end of task!,,0,1,0,,,,,,
1,1670849152191,12/12/2022 12:45:52,1670849152113,0,12/12/2022 12:45:52,96489,6,task-vd7p,,25878599,5eabdd3089a8d81cfd70b33b,7651844,,complete,,63972263a77a4263db3f7aab,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x955,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849154209,12/12/2022 12:45:54,1670849154160,0,12/12/2022 12:45:54,96489,6,task-vd7p,,25878599,5eabdd3089a8d81cfd70b33b,7651844,,complete,,63972263a77a4263db3f7aab,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x955,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2027,,,,,0,1,0,,,,,,form
3,1670849154283,12/12/2022 12:45:54,1670849154175,0,12/12/2022 12:45:54,96489,6,task-vd7p,,25878599,5eabdd3089a8d81cfd70b33b,7651844,,complete,,63972263a77a4263db3f7aab,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1920x1080,1920x955,urn-progress,consent-form-data-task,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,,,urn-progress,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2062,,,,,0,1,0,,,,,,
1,1670849180426,12/12/2022 12:46:20,1670849177856,0,12/12/2022 12:46:17,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849184017,12/12/2022 12:46:24,1670849181406,0,12/12/2022 12:46:21,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3439.7000000178814,,,,,0,1,0,,,,,,form
3,1670849184116,12/12/2022 12:46:24,1670849181412,0,12/12/2022 12:46:21,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3556,,,,,0,1,0,,,,,,
1,1670849294417,12/12/2022 12:48:14,1670849294396,0,12/12/2022 12:48:14,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849296492,12/12/2022 12:48:16,1670849296520,0,12/12/2022 12:48:16,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2074.2000000001863,,,,,0,1,0,,,,,,form
3,1670849296562,12/12/2022 12:48:16,1670849296524,0,12/12/2022 12:48:16,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,END TASK,,,,,2128,,,,,0,1,0,,,,,,
1,1670849333456,12/12/2022 12:48:53,1670849333390,0,12/12/2022 12:48:53,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849335792,12/12/2022 12:48:55,1670849335755,0,12/12/2022 12:48:55,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2309.5999999996275,,,,,0,1,0,,,,,,form
3,1670849335882,12/12/2022 12:48:55,1670849335759,0,12/12/2022 12:48:55,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2368,,,,,0,1,0,,,,,,
1,1670849450693,12/12/2022 12:50:50,1670849450611,0,12/12/2022 12:50:50,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849452657,12/12/2022 12:50:52,1670849452642,0,12/12/2022 12:50:52,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1972.1000000238419,,,,,0,1,0,,,,,,form
3,1670849452735,12/12/2022 12:50:52,1670849452649,0,12/12/2022 12:50:52,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,END TASK,,,,,2038,,,,,0,1,0,,,,,,
1,1670851834660,12/12/2022 13:30:34,1670851834709,0,12/12/2022 13:30:34,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670851837350,12/12/2022 13:30:37,1670851837461,0,12/12/2022 13:30:37,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2702.300000190735,,,,,0,1,0,,,,,,form
3,1670851837432,12/12/2022 13:30:37,1670851837465,0,12/12/2022 13:30:37,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2757,,,,,0,1,0,,,,,,
END OF FILE
